epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,5929.17,0.33052,0.3731,0.92758,0.65105,0.49418,0.54223,0.50525,0.46094,1.90139,1.03465,0.003697,0.003697,0.003697
193,5961.34,0.32657,0.36062,0.92447,0.59218,0.52306,0.54506,0.50338,0.46669,1.87327,1.0401,0.003664,0.003664,0.003664
194,5996.29,0.33271,0.37068,0.92831,0.6674,0.50129,0.54662,0.50526,0.469,1.88738,1.03488,0.003631,0.003631,0.003631
195,6031.72,0.33756,0.36621,0.93445,0.63145,0.50561,0.55148,0.50923,0.47012,1.89144,1.0416,0.003598,0.003598,0.003598
196,6068.26,0.3272,0.37075,0.92664,0.67826,0.48774,0.55555,0.51054,0.47351,1.87132,1.04731,0.003565,0.003565,0.003565
197,6099.31,0.32808,0.36901,0.92622,0.59477,0.52138,0.54942,0.50762,0.45931,1.80772,1.03744,0.003532,0.003532,0.003532
198,6128.57,0.31993,0.35141,0.92622,0.61946,0.51528,0.55876,0.51523,0.44885,1.87272,1.0274,0.003499,0.003499,0.003499
199,6157.95,0.32512,0.35968,0.92674,0.63868,0.50973,0.56034,0.51725,0.45069,1.90474,1.03175,0.003466,0.003466,0.003466
200,6186.59,0.32107,0.35752,0.92408,0.61394,0.53075,0.5632,0.52007,0.44818,1.88907,1.0281,0.003433,0.003433,0.003433
201,6213.48,0.32446,0.35557,0.92848,0.61702,0.52562,0.55815,0.51614,0.44658,1.87071,1.02707,0.0034,0.0034,0.0034
202,6240.05,0.31899,0.35109,0.91724,0.59805,0.52676,0.55383,0.51276,0.44626,1.88631,1.02165,0.003367,0.003367,0.003367
203,6266.78,0.31466,0.34327,0.92044,0.57284,0.53057,0.55361,0.51265,0.44392,1.84189,1.01231,0.003334,0.003334,0.003334
204,6293.66,0.32114,0.35274,0.92746,0.69164,0.48391,0.55131,0.51012,0.44653,1.84969,1.0159,0.003301,0.003301,0.003301
205,6320.52,0.32108,0.34423,0.92075,0.59883,0.53669,0.56409,0.52012,0.4499,1.76073,1.02156,0.003268,0.003268,0.003268
206,6348.05,0.31335,0.34459,0.92159,0.62723,0.52611,0.56235,0.52037,0.44789,1.71791,1.02404,0.003235,0.003235,0.003235
207,6375.51,0.31671,0.35005,0.92074,0.64718,0.51692,0.56389,0.52396,0.44215,1.69513,1.01889,0.003202,0.003202,0.003202
208,6402.59,0.31196,0.34343,0.91961,0.65175,0.51418,0.56381,0.52323,0.44012,1.69191,1.02199,0.003169,0.003169,0.003169
209,6428.96,0.31339,0.3382,0.91913,0.66417,0.52622,0.56697,0.52575,0.44843,1.65058,1.02953,0.003136,0.003136,0.003136
210,6455.36,0.31672,0.34627,0.91833,0.6658,0.53269,0.56786,0.52661,0.4409,1.66722,1.0237,0.003103,0.003103,0.003103
211,6482.82,0.31318,0.34161,0.92189,0.69707,0.5053,0.57068,0.52969,0.44122,1.66887,1.02092,0.00307,0.00307,0.00307
212,6510.13,0.30863,0.33759,0.91807,0.67063,0.51683,0.56488,0.52432,0.44577,1.67566,1.02213,0.003037,0.003037,0.003037
213,6537.09,0.30646,0.33481,0.918,0.65981,0.51325,0.56605,0.52445,0.44169,1.67601,1.01448,0.003004,0.003004,0.003004
214,6568.26,0.30665,0.33931,0.91971,0.65665,0.509,0.56928,0.52832,0.43601,1.68742,1.00923,0.002971,0.002971,0.002971
215,6604.45,0.30969,0.34332,0.92028,0.66098,0.50557,0.56877,0.52752,0.44411,1.69778,1.01526,0.002938,0.002938,0.002938
216,6640.81,0.3073,0.33409,0.91645,0.62421,0.52094,0.56415,0.52482,0.43967,1.73309,1.01184,0.002905,0.002905,0.002905
217,6674.9,0.3127,0.33293,0.91887,0.62525,0.51823,0.55452,0.51704,0.42636,1.7436,1.00274,0.002872,0.002872,0.002872
218,6712.83,0.30413,0.32811,0.9192,0.6488,0.51897,0.55247,0.51563,0.42646,1.76078,1.00144,0.002839,0.002839,0.002839
219,6747.87,0.31281,0.33496,0.91889,0.62819,0.51408,0.55407,0.52005,0.42725,1.78539,1.00354,0.002806,0.002806,0.002806
220,6784.49,0.30333,0.32736,0.90948,0.72366,0.47972,0.55649,0.52316,0.42124,1.75797,0.99897,0.002773,0.002773,0.002773
221,6819.31,0.30687,0.32967,0.9161,0.59876,0.51833,0.55923,0.52591,0.42373,1.74419,0.99962,0.00274,0.00274,0.00274
222,6854.04,0.30039,0.31832,0.91282,0.66376,0.49663,0.56083,0.52746,0.42198,1.73576,0.99776,0.002707,0.002707,0.002707
223,6889.52,0.2998,0.31693,0.914,0.66078,0.49662,0.56199,0.52413,0.42012,1.72407,0.99811,0.002674,0.002674,0.002674
